"","Kingdom","Phylum","Class","Order","Family","Genus","Species","COMMENT.on.genus","primary_lifestyle","Secondary_lifestyle","Comment_on_lifestyle_template","Endophytic_interaction_capability_template","Plant_pathogenic_capacity_template","Decay_substrate_template","Decay_type_template","Aquatic_habitat_template","Animal_biotrophic_capacity_template","Specific_hosts","Growth_form_template","Fruitbody_type_template","Hymenium_type_template","Ectomycorrhiza_exploration_type_template","Ectomycorrhiza_lineage_template","primary_photobiont","secondary_photobiont","Decay_type","Fruitbody_type","OTU_ID"
"OTU1138","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","","","plant_pathogen","foliar_endophyte","","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed","soft_rot","partly_aquatic","","","filamentous_mycelium","","","","","","","soft_rot","","OTU1138"
"OTU1139","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1139"
"OTU1141","Fungi","Ascomycota","Sordariomycetes","Xylariales","Lopadostomataceae","Lopadostoma","Lopadostoma dryophilum","","wood_saprotroph","foliar_endophyte","","foliar_endophyte","","wood,leaf/fruit/seed","","non-aquatic","","angiosperms","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1141"
"OTU1145","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apodus","Apodus deciduus","","dung_saprotroph","","","","","dung","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1145"
"OTU1151","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1151"
"OTU1155","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Fonsecazyma","Fonsecazyma mujuensis","","unspecified_saprotroph","","","","","","","non-aquatic","","","yeast","","","","","","","","","OTU1155"
"OTU1156","Fungi","Ascomycota","Leotiomycetes","Helotiales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1156"
"OTU1157","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium oeirense","","unspecified_saprotroph","","","","","","","partly_aquatic","opportunistic_human_parasite","","dimorphic_yeast","none","none","","","","","","none","OTU1157"
"OTU1160","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Endoconidioma","Endoconidioma euphorbiae","","wood_saprotroph","","","no_endophytic_capacity","","wood","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1160"
"OTU1162","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid","OTU1162"
"OTU1166","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana","","animal_parasite","animal_decomposer","","foliar_endophyte","","animal_material","","partly_aquatic","invertebrate_parasite","","filamentous_mycelium","","","","","","","","","OTU1166"
"OTU1167","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia","Venturia carpophila","","plant_pathogen","litter_saprotroph","","","leaf/fruit/seed_pathogen","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1167"
"OTU1168","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid","OTU1168"
"OTU1169","Fungi","Ascomycota","Sordariomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1169"
"OTU1171","Fungi","Ascomycota","Sordariomycetes","Sordariales","Bombardiaceae","Ramophialophora","","","soil_saprotroph","","","","","soil","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1171"
"OTU1173","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Amyloporia","Amyloporia sinuosa","","wood_saprotroph","","","","","wood","brown_rot","non-aquatic","","","filamentous_mycelium","corticioid","poroid","","","","","brown_rot","corticioid","OTU1173"
"OTU1175","Fungi","Basidiomycota","Agaricomycetes","Corticiales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1175"
"OTU1178","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Ionomidotis","","","wood_saprotroph","","","","","wood","","non-aquatic","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","","","","apothecium_(hymenium_on_surface)","OTU1178"
"OTU1179","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Lenzites","Lenzites betulina","","wood_saprotroph","","","","","wood","white_rot","non-aquatic","","","filamentous_mycelium","polyporoid","gills","","","","","white_rot","polyporoid","OTU1179"
"OTU1180","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1180"
"OTU1182","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","","Neophaeococcomyces","","","plant_pathogen","litter_saprotroph","","","leaf/fruit/seed_pathogen","leaf/fruit/seed","","non-aquatic","","","yeast","","","","","","","","","OTU1182"
"OTU1184","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1184"
"OTU1187","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Sydowia","","","wood_saprotroph","plant_pathogen","","no_endophytic_capacity","leaf/fruit/seed_pathogen","wood,leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1187"
"OTU1190","Fungi","Ascomycota","Dothideomycetes","Valsariales","Valsariaceae","Valsaria","Valsaria insitiva","","wood_saprotroph","litter_saprotroph","","no_endophytic_capacity","","wood,leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1190"
"OTU1195","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1195"
"OTU1196","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Melanocucurbitaria","Melanocucurbitaria uzbekistanica","","wood_saprotroph","","","no_endophytic_capacity","","wood","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1196"
"OTU1200","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma","","","wood_saprotroph","litter_saprotroph","","no_endophytic_capacity","","wood,leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1200"
"OTU1201","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1201"
"OTU1204","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phanerochaete","Phanerochaete sanguineocarnosa","","wood_saprotroph","","","","","wood","white_rot","non-aquatic","","","filamentous_mycelium","corticioid","smooth","","","","","white_rot","corticioid","OTU1204"
"OTU1206","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Sclerostagonospora","","","litter_saprotroph","plant_pathogen","","no_endophytic_capacity","leaf/fruit/seed_pathogen","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1206"
"OTU1208","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Occultifur","","","mycoparasite","litter_saprotroph","","no_endophytic_capacity","","leaf/fruit/seed,fungal_material","","partly_aquatic","","","dimorphic_yeast","none","none","","","","","","none","OTU1208"
"OTU1210","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma","Solicoccozyma terricola","","soil_saprotroph","epiphyte","","","","soil","","partly_aquatic","","","yeast","none","none","","","","","","none","OTU1210"
"OTU1211","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","","","unspecified_saprotroph","foliar_endophyte","hypervariable,_saprotroph_animal_pathogen_endophyte","foliar_endophyte","","leaf/fruit/seed,soil,dung,animal_material","mold","partly_aquatic","animal_parasite/opportunistic_human_parasite","","filamentous_mycelium","","","","","","","mold","","OTU1211"
"OTU1214","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","","","soil_saprotroph","","","","","soil","","partly_aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","","agaricoid","OTU1214"
"OTU1216","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1216"
"OTU1217","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Alatospora","","","litter_saprotroph","","","","","leaf/fruit/seed","","partly_freshwater_(partly_non-aquatic)","","","filamentous_mycelium","none","none","","","","","","none","OTU1217"
"OTU1218","Fungi","Ascomycota","Dothideomycetes","Capnodiales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1218"
"OTU1220","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Celosporium","","","plant_pathogen","litter_saprotroph","","","leaf/fruit/seed_pathogen","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","cleistothecium_(closed,_spherical)","closed","","","","","","cleistothecium_(closed,_spherical)","OTU1220"
"OTU1221","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","","","soil_saprotroph","","","","","soil","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","","agaricoid","OTU1221"
"OTU1222","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1222"
"OTU1223","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia restricta","","soil_saprotroph","root-associated","","root-associated","root-associated","roots,soil","","partly_aquatic","animal-associated/opportunistic_human_parasite","","yeast","none","none","","","","","","none","OTU1223"
"OTU1225","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia","","","plant_pathogen","litter_saprotroph","","","leaf/fruit/seed_pathogen","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1225"
"OTU1231","Fungi","Ascomycota","Sordariomycetes","Hypocreales","","Acremonium","Acremonium sclerotigenum","","unspecified_saprotroph","foliar_endophyte","hypervariable","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed,soil,dung,animal_material","soft_rot","partly_aquatic","","","filamentous_mycelium","","","","","","","soft_rot","","OTU1231"
"OTU1232","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus quadrilineatus","","unspecified_saprotroph","foliar_endophyte","hypervariable,_saprotroph_animal_pathogen_endophyte","foliar_endophyte","","leaf/fruit/seed,soil,dung,animal_material","mold","partly_aquatic","animal_parasite/opportunistic_human_parasite","","filamentous_mycelium","","","","","","","mold","","OTU1232"
"OTU1237","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1237"
"OTU1243","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Agrocybe","Agrocybe dura","","soil_saprotroph","","dung_saprotroph_some_species","","","soil","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","","agaricoid","OTU1243"
"OTU1244","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1244"
"OTU1246","Fungi","Basidiomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1246"
"OTU1250","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1250"
"OTU1252","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1252"
"OTU1253","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Pilobolaceae","Pilobolus","Pilobolus roridus","","dung_saprotroph","","","","","dung","mold","non-aquatic","","","filamentous_mycelium","none","none","","","","","mold","none","OTU1253"
"OTU1258","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1258"
"OTU1260","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","","","litter_saprotroph","","ectomycorrhizal_many_species","","","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","corticioid","smooth","medium-distance_fringe","/cantharellus","","","","corticioid","OTU1260"
"OTU1264","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","Linnemannia camargensis",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1264"
"OTU1267","Fungi","Ascomycota","Lecanoromycetes","Ostropales","","Mulderomyces","Mulderomyces natalis","","epiphyte","litter_saprotroph","","","","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","","","","","","","","","OTU1267"
"OTU1268","Fungi","Basidiomycota","Microbotryomycetes","","Colacogloeaceae","Colacogloea","Colacogloea eucalyptica","","mycoparasite","fungal_decomposer","","no_endophytic_capacity","","fungal_material","","non-aquatic","","","dimorphic_yeast","none","none","","","","","","none","OTU1268"
"OTU1269","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","","","soil_saprotroph","root_endophyte_dark_septate","mycoparasite_some_species,animal_pathogen_some_species","root_endophyte_dark_septate","","soil","","non-aquatic","animal_parasite/opportunistic_human_parasite","","dimorphic_yeast","","","","","","","","","OTU1269"
"OTU1270","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Tilachlidiaceae","Tilachlidium","Tilachlidium brachiatum","","mycoparasite","fungal_decomposer","","","","fungal_material","","partly_aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1270"
"OTU1271","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1271"
"OTU1272","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1272"
"OTU1276","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1276"
"OTU1278","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Monocillium","","","litter_saprotroph","dung_saprotroph","invertebrate-associated_some_species","","","wood,leaf/fruit/seed,soil,dung,animal_material","","","invertebrate-associated","","filamentous_mycelium","","","","","","","","","OTU1278"
"OTU1284","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phanerochaete","Phanerochaete cumulodentata","","wood_saprotroph","","","","","wood","white_rot","non-aquatic","","","filamentous_mycelium","corticioid","smooth","","","","","white_rot","corticioid","OTU1284"
"OTU1286","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Pringsheimia","Pringsheimia chamaecyparidis","","wood_saprotroph","","","no_endophytic_capacity","","wood","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1286"
"OTU1287","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia","Ramularia glennii","","plant_pathogen","","","","leaf/fruit/seed_pathogen","","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1287"
"OTU1288","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium austrohemisphaericum","","litter_saprotroph","plant_pathogen","hypervariable","foliar_endophyte","leaf/fruit/seed_pathogen","wood,leaf/fruit/seed,soil,dung,animal_material","","partly_aquatic","animal_parasite","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1288"
"OTU1303","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","","","soil_saprotroph","","","","","soil","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","","agaricoid","OTU1303"
"OTU1307","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Italica","Italica achilleae","","litter_saprotroph","wood_saprotroph","","no_endophytic_capacity","","wood,leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1307"
"OTU1310","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid","OTU1310"
"OTU1312","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1312"
"OTU1319","Fungi","Ascomycota","Leotiomycetes","Helotiales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1319"
"OTU1325","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","","","soil_saprotroph","root_endophyte_dark_septate","mycoparasite_some_species,animal_pathogen_some_species","root_endophyte_dark_septate","","soil","","partly_aquatic","animal_parasite/opportunistic_human_parasite","","dimorphic_yeast","","","","","","","","","OTU1325"
"OTU1327","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Extremaceae","Petrophila","","","unspecified_saprotroph","rock-inhabiting","","","","soil","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1327"
"OTU1332","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1332"
"OTU1338","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Endoconidioma","Endoconidioma populi","","wood_saprotroph","","","no_endophytic_capacity","","wood","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1338"
"OTU1340","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1340"
"OTU1346","Fungi","Ascomycota","Dothideomycetes","Myriangiales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1346"
"OTU1352","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1352"
"OTU1357","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1357"
"OTU1365","Fungi","Ascomycota","Leotiomycetes","Helotiales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1365"
"OTU1370","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1370"
"OTU1373","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1373"
"OTU1383","Fungi","Ascomycota","Leotiomycetes","Helotiales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1383"
"OTU1384","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Curvularia inaequalis","","plant_pathogen","litter_saprotroph","","no_endophytic_capacity","leaf/fruit/seed_pathogen","wood,leaf/fruit/seed,roots,algal_material","","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1384"
"OTU1397","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1397"
"OTU1406","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1406"
"OTU1408","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Rhinocladiella","","","soil_saprotroph","animal_parasite","","root_endophyte_dark_septate","root-associated","soil,animal_material","","partly_freshwater_(partly_non-aquatic)","animal_parasite/opportunistic_human_parasite","","dimorphic_yeast","","","","","","","","","OTU1408"
"OTU1413","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Helminthosporium","","","plant_pathogen","","","","leaf/fruit/seed_pathogen","","","non-aquatic","","","filamentous_mycelium","","","","","","","","","OTU1413"
"OTU1420","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1420"
"OTU1422","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Rosellinia","Rosellinia thelena","","plant_pathogen","wood_saprotroph","","","wood_pathogen","wood","","non-aquatic","","angiosperms","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1422"
"OTU1432","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","Coprinopsis neophlyctidospora","","soil_saprotroph","","","","","soil","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","","agaricoid","OTU1432"
"OTU1436","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1436"
"OTU1460","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Herpotrichia","","","plant_pathogen","wood_saprotroph","","root_endophyte","leaf/fruit/seed_pathogen","wood,leaf/fruit/seed,roots","","partly_aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1460"
"OTU1462","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Perusta","","","unspecified_saprotroph","rock-inhabiting","","","","soil","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1462"
"OTU1464","Fungi","Ascomycota","Dothideomycetes","Neocelosporiales","Neocelosporiaceae","Neocelosporium","Neocelosporium eucalypti","","","","","","","","","non-aquatic","","Eucalyptus ","filamentous_mycelium","","","","","","","","","OTU1464"
"OTU1483","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae","Schizoxylon","Schizoxylon albescens","","unspecified_saprotroph","","lichenized_loosely_some_species","","","","","non-aquatic","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","","","","apothecium_(hymenium_on_surface)","OTU1483"
"OTU1484","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1484"
"OTU1489","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1489"
"OTU1498","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1498"
"OTU1509","Fungi","Ascomycota","Lecanoromycetes","Ostropales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1509"
"OTU1519","Fungi","Basidiomycota","Cystobasidiomycetes","","Buckleyzymaceae","Buckleyzyma","Buckleyzyma aurantiaca","","epiphyte","litter_saprotroph","","no_endophytic_capacity","","leaf/fruit/seed","","partly_aquatic","","","yeast","none","none","","","","","","none","OTU1519"
"OTU1532","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paracamarosporium","Paracamarosporium tamaricis","","wood_saprotroph","","","no_endophytic_capacity","","wood","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1532"
